PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
39786391,Outcomes of Older Adults and Frail Patients Receiving Idecabtagene Vicleucel: A CIBMTR Study.,2024-Dec-30,"Temitope Oloyede, Ruta Brazauskas, Hamza Hashmi, Doris K Hansen, Christopher J Ferreri, Devender S Dhanda, Melanie J Harrison, Amani Kitali, Heather J Landau, Abu-Sayeef Mirza, Jinalben Patel, Pallavi Patwardhan, Muzaffar H Qazilbash, Taiga Nishihori, Lohith Gowda, Saad Z Usmani, Ciara L Freeman","Center for International Blood and Marrow Transplantation Research, United States., Center for International Blood and Marrow Transplantation Research, United States., Memorial Sloan Kettering Cancer Center, New York, New York, United States., H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, United States., Atrium Health Wake Forest Baptist Levine Cancer Institute, Charlotte, North Carolina, United States., Bristol Myers Squibb, Princeton, New Jersey, United States., Bristol Myers Squibb, Lawrenceville, New Jersey, United States., Bristol Myers Squibb, Princeton, New Jersey, United States., Memorial Sloan-Kettering Cancer Center, New York, New York, United States., Moffitt Cancer Center, Tampa, Florida, United States., Memorial Sloan Kettering Cancer Center, United States., Bristol Myers Squibb, Princeton, New Jersey, United States., M.D. Anderson Cancer Center, Houston, Texas, United States., Moffitt Cancer Center, Tampa, Florida, United States., Yale School of Medicine, New Haven, Connecticut, United States., Memorial Sloan Kettering Cancer Center, New York, New York, United States., H. Lee Moffitt Cancer Center, Tampa, Florida, United States.",
39786390,Odronextamab monotherapy in R/R DLBCL after progression with CAR T-cell therapy: Primary analysis of the ELM-1 study.,2024-Dec-30,"Max S Topp, Matthew J Matasar, Stephen M Ansell, Jeffrey A Barnes, Jon E Arnason, Jean-Marie Michot, Susan M O'Brien, Yuan Cheng, Dina M Flink, Min Zhu, Jurriaan Brouwer-Visser, Aafia Chaudhry, Hesham Mohamed, Srikanth Ambati, Jennifer L Crombie","Universitätsklinikum Würzburg, Würzburg, Germany., Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey, United States., Mayo Clinic, Rochester, Minnesota, United States., Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, United States., Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States., Gustave Roussy, Université Paris-Saclay, Drug Development Department, Villejuif, F-94805, France, Viellejuif, France., Chao Family Comprehensive Cancer Center at UC Irvine Medical Center, Orange, California, United States., Regeneron Pharmaceuticals, Inc., Tarrytown, New York, United States., Regeneron Pharmaceuticals, Inc., Tarrytown, New York, United States., Regeneron Pharmaceuticals, Inc., Regeneron, Tarrytown, New York, United States., Regeneron Pharmaceuticals, Inc., Tarrytown, New York, United States., Regeneron Pharmaceuticals, Inc., Tarrytown, New York, United States., Regeneron Pharmaceuticals, Inc., Tarrytown, New York, United States., Dana-Farber Cancer Institute, Boston, Massachusetts, United States.",
39785866,Ultrasensitive Detection and Monitoring of Circulating Tumor DNA using Structural Variants in Early-Stage Breast Cancer.,2025-Jan-09,"Karen Howarth, Jesús Fuentes Antrás, Philippe Echelard, Eitan Amir, Elizabeth Shah, Celeste Yu, Scott Bratman, Taylor Bird, Elza C de Bruin, Christopher Rushton, Sofia Birkeälv, Miguel Alcaide, Lucia Oton, Girish Putcha, Samuel Woodhouse, Hal K Berman, David W Cescon","SAGA Dx, Morrisville, North Carolina, United States., NEXT Oncology, Madrid, Spain., Université de Sherbrooke, Sherbrooke, Quebec, Canada., Princess Margaret Cancer Centre, Toronto, Canada., Princess Margaret Cancer Centre, Toronto, Ontario, Canada., Princess Margaret Cancer Centre, Toronto, ON, Canada., Princess Margaret Cancer Centre, Toronto, Ontario, Canada., Princess Margaret Cancer Centre, Toronto, Ontario, Canada., AstraZeneca (Australia), Cambridge, United Kingdom., SAGA Dx, Morrisville, North Carolina, United States., SAGA Dx, Morrisville, North Carolina, United States., SAGA Diagnostics AB, Lund, Sweden., SAGA Diagnostics AB, Lund, Sweden., SAGA Dx, Morrisville, North Carolina, United States., SAGA Dx, Morrisville, United States., Princess Margaret Cancer Centre, Toronto, Ontario, Canada., Princess Margaret Cancer Centre, Toronto, Ontario, Canada.",
39785827,TBK1 Targeting Is Identified as a Therapeutic Strategy to Enhance CAR T-Cell Efficacy Using Patient-Derived Organotypic Tumor Spheroids.,2025-Jan-09,"Yi Sun, Luke Maggs, Apekshya Panda, Samuel J Wright, Angelina M Cicerchia, Anne Jenney, Matthew D Perricone, Caitlin E Mills, Giulia Cattaneo, Marco Ventin, Feng Chen, Martin Q Rasmussen, Alex Miranda, Or-Yam Revach, Jacy Fang, Amina Fu, Peter J Bowling, Tatyana Sharova, Aleigha Lawless, Peter K Sorger, Nabeel Bardeesy, Xinhui Wang, Keith T Flaherty, Genevieve M Boland, Arnav Mehta, Moshe Sade-Feldman, Cristina R Ferrone, Russell W Jenkins","Mass General Cancer Center, Krantz Family Center for Cancer Research, Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Division of Gastrointestinal and Oncologic Surgery, Department of Surgery, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Broad Institute of MIT and Harvard, Cambridge, Massachusetts., Broad Institute of MIT and Harvard, Cambridge, Massachusetts., Mass General Cancer Center, Krantz Family Center for Cancer Research, Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Laboratory of Systems Pharmacology, Harvard Program in Therapeutic Sciences, Harvard Medical School, Boston, Massachusetts., Laboratory of Systems Pharmacology, Harvard Program in Therapeutic Sciences, Harvard Medical School, Boston, Massachusetts., Laboratory of Systems Pharmacology, Harvard Program in Therapeutic Sciences, Harvard Medical School, Boston, Massachusetts., Division of Gastrointestinal and Oncologic Surgery, Department of Surgery, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Division of Gastrointestinal and Oncologic Surgery, Department of Surgery, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Division of Gastrointestinal and Oncologic Surgery, Department of Surgery, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Mass General Cancer Center, Krantz Family Center for Cancer Research, Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Mass General Cancer Center, Krantz Family Center for Cancer Research, Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Mass General Cancer Center, Krantz Family Center for Cancer Research, Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Mass General Cancer Center, Krantz Family Center for Cancer Research, Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Mass General Cancer Center, Krantz Family Center for Cancer Research, Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Division of Gastrointestinal and Oncologic Surgery, Department of Surgery, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Division of Gastrointestinal and Oncologic Surgery, Department of Surgery, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Division of Gastrointestinal and Oncologic Surgery, Department of Surgery, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Laboratory of Systems Pharmacology, Harvard Program in Therapeutic Sciences, Harvard Medical School, Boston, Massachusetts., Mass General Cancer Center, Krantz Family Center for Cancer Research, Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Division of Gastrointestinal and Oncologic Surgery, Department of Surgery, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Mass General Cancer Center, Krantz Family Center for Cancer Research, Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Broad Institute of MIT and Harvard, Cambridge, Massachusetts., Mass General Cancer Center, Krantz Family Center for Cancer Research, Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Mass General Cancer Center, Krantz Family Center for Cancer Research, Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Division of Gastrointestinal and Oncologic Surgery, Department of Surgery, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts., Mass General Cancer Center, Krantz Family Center for Cancer Research, Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts.",
39785769,Primary Cilia Formation Mediated by Hsa_Circ_0005185/OTUB1/RAB8A Complex Inhibits Prostate Cancer Progression by Suppressing Hedgehog Signaling Pathway.,2025-Jan-09,,,
39785511,Targeting WDR5/ATAD2 signaling by the CK2/Ikaros axis demonstrates therapeutic efficacy in T-ALL.,2024-Dec-27,,,
39785419,Biomarkers.,2024-Dec,,,
39785181,Public Health.,2024-Dec,"Asao Ogawa, Atsushi Nishida","Division of Psycho-Oncology, Exploratory Oncology Research and Clinical Trial Center, National Cancer Center, Kashiwa, Chiba, Japan., Tokyo Metropolitan Institute of Medical Science, Setagaya-ku, Tokyo, Japan.",
39785081,Public Health.,2024-Dec,"Gavin T Kress, Emily S Popa, David A Merrill, Jennifer E Bramen, Prabha Siddarth","The Icahn School of Medicine at Mount Sinai, New York, NY, USA., Pacific Brain Health Center, Pacific Neuroscience Institute and Foundation, Santa Monica, CA, USA., Pacific Brain Health Center, Pacific Neuroscience Institute and Foundation, Santa Monica, CA, USA., Pacific Brain Health Center, Pacific Neuroscience Institute and Foundation, Santa Monica, CA, USA., Pacific Brain Health Center, Pacific Neuroscience Institute and Foundation, Santa Monica, CA, USA.",
39784999,Public Health.,2024-Dec,"Haixin Zhang, Quanwu Zhang, Amir Abbas Tahami Monfared, Michael C Irizarry","Alzheimer's Disease and Brain Health, Eisai Inc., Nutley, NJ, USA., Alzheimer's Disease Franchise, Eisai Inc., Nutley, NJ, USA., Alzheimer's Disease & Brain Health, Eisai Inc., Nutley, NJ, USA., Eisai Inc., Woodcliff Lake, NJ, USA.",
39784514,Current advance in comprehensive management of hilar cholangiocarcinoma and navigation in surgery: non-systematic reviews.,2024-Dec-31,,,
39784146,Should CAR-T cell therapy be considered a standard of care for patients with refractory diffuse large B-cell lymphoma in second line treatment?,2025-Jan-09,"Lucia Perez-Lamas, Jose Sandoval-Sus, Julio C Chavez","Hospital Ramon y Cajal, Madrid, Spain., Memorial Health Care, Pembroke Pines, USA., Department of Malignant Hematology, Moffitt Cancer Center, Tampa, USA.",
39784117,Examining the use of interoceptive exposure exercises in people with and without a history of chronic physical health problems.,2025-Jan-09,,,
39783918,Folding an RCA Scaffold into an Intelligent Coiled Nanosnake for Precise/Synergistic RNAi-/Chemotherapy of Cancer.,2025-Jan-09,,,
39783859,"Experiences With End-of-Life Care for Patients With Pre-Existing Severe Mental Disorders, Their Relatives, and Healthcare Professionals.",2025-Feb,"Mette Kjærgaard Nielsen, Poul Videbech","The Research Unit for General Practice, Aarhus, Denmark., Centre for Neuropsychiatric Depression Research, Mental Health Centre Glostrup, Glostrup, Denmark.",
39783856,Baseline FIB-4 May Be a Risk Factor of Recurrence After SBRT in Patients With HBV-Related Small HCC.,2025-Jan,Wengang Li,"Radiation Oncology Department, The Fifth Medical Center of Chinese PLA General Hospital, Beijing, China.",
39783855,Arterial Thromboembolism in Patients With Advanced Lung Cancer: Secondary Analyses of the Rising-VTE/NEJ037 Study.,2025-Jan,"Toshihide Yokoyama, Masahiro Yamasaki, Nobuhisa Ishikawa","Department of Respiratory Medicine, Kurashiki Central Hospital, Kurashiki, Japan., Department of Respiratory Disease, Hiroshima Red Cross Hospital and Atomic-Bomb Survivors Hospital, Hiroshima, Japan., Department of Respiratory Medicine, Hiroshima Prefectural Hospital, Hiroshima, Japan.",
39783849,A Dual-Targeting Biomimetic Nanoplatform Integrates SDT/CDT/Gas Therapy to Boost Synergistic Ferroptosis for Orthotopic Hepatocellular Carcinoma Therapy.,2025-Jan-09,,,
39783838,Metabolic-Immune Suppression Mediated by the SIRT1-CX3CL1 Axis Induces Functional Enhancement of Regulatory T Cells in Colorectal Carcinoma.,2025-Jan-09,,,
39783790,Prognostic Features and Potential for Immune Therapy in Metastatic Mismatch Repair-Deficient Colorectal Cancer: A Retrospective Analysis of a Large Consecutive Population-Based Patient Series.,2025-Jan,"Jukka-Pekka Mecklin, Jan Böhm, Maarit Ahtiainen","Department of Education and Research, The Wellbeing Services of Central Finland, Jyväskylä, Finland., Department of Pathology, Wellbeing Services County of Central Finland, Jyväskylä, Finland., Department of Pathology, Wellbeing Services County of Central Finland, Jyväskylä, Finland.",
39783747,DNA Methylation in Prostate Cancer: Clinical Implications and Potential Applications.,2025-Jan,"Romane Muletier, Céline Bourgne, Laurent Guy, Aurore Dougé","Service d'Oncologie médicale, CHU Gabriel Montpied, Clermont-Ferrand, France., Hématologie Biologique, CHU Estaing, Clermont-Ferrand, France., Service d'Urologie, CHU Gabriel Montpied, Clermont-Ferrand, France., Service d'Oncologie médicale, CHU Gabriel Montpied, Clermont-Ferrand, France.",
39783647,Novel Intraprostatic Magnetic Resonance-Guided Implantation of Multidrug-Eluting Microdevice for Testing of Systemic Therapy Agents In Situ: Proof of Concept in Intermediate-Risk and High-Risk Prostate Cancer: Erratum.,2025-Feb,,,
39782745,Alzheimer's Imaging Consortium.,2024-Dec,,,
39782735,Improving Affinity while Reducing Kidney Uptake of CXCR4-Targeting Radioligands Derived from the Endogenous Antagonist EPI-X4.,2025-Jan-09,"Raghuvir H Gaonkar, Thibaud Bailly, Jacopo Millul, Rosalba Mansi, Melpomeni Fani","Universitatsspital Basel, Radiopharmazeutische Chemie, Petersgraben 4, 4031, Basel, SWITZERLAND., Universitatsspital Basel, Radiopharmazeutische Chemie, Petersgraben 4, 4031, Basel, SWITZERLAND., Universitatsspital Basel, Radiopharmazeutische Chemie, Petersgraben 4, 4031, Basel, SWITZERLAND., Universitatsspital Basel, Radiopharmazeutische Chemie, Petersgraben 4, 4031, Basel, SWITZERLAND., Universitatsspital Basel, Radiopharmazeutische Chemie, Petersgraben 4, 4031, Basel, SWITZERLAND.",
39782693,CD4+ T helper 2 cell-macrophage crosstalk induces IL-24-mediated breast cancer suppression.,2025-Jan-09,"Bo Wang, Yun Xia, Can Zhou, Yuhan Zeng, Heehwa G Son, Shadmehr Demehri","Center for Cancer Immunology and Cutaneous Biology Research Center, Department of Dermatology and Krantz Family Center for Cancer Research, Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA., Center for Cancer Immunology and Cutaneous Biology Research Center, Department of Dermatology and Krantz Family Center for Cancer Research, Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA., Center for Cancer Immunology and Cutaneous Biology Research Center, Department of Dermatology and Krantz Family Center for Cancer Research, Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA., Center for Cancer Immunology and Cutaneous Biology Research Center, Department of Dermatology and Krantz Family Center for Cancer Research, Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA., Center for Cancer Immunology and Cutaneous Biology Research Center, Department of Dermatology and Krantz Family Center for Cancer Research, Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA., Center for Cancer Immunology and Cutaneous Biology Research Center, Department of Dermatology and Krantz Family Center for Cancer Research, Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA.",
39782689,KRASG12D drives immunosuppression in lung adenocarcinoma through paracrine signaling.,2025-Jan-09,"Emily L Lasse-Opsahl, Ivana Barravecchia, Elyse McLintock, Jennifer M Lee, Sarah F Ferris, Rachael Hinshaw, Sophia Cavanaugh, Marzia Robotti, Lily Rober, Kristena Y Abdelmalak, Craig J Galban, Stefanie Galban","Graduate Program in Cancer Biology., Department of Radiology, and., Department of Radiology, and., Department of Radiology, and., Department of Radiology, and., Graduate Program in Cancer Biology., Department of Radiology, and., Department of Radiology, and., Department of Radiology, and., Department of Radiology, and., Department of Radiology, and., Department of Radiology, and.",
39782686,Sustained inhibition of CSF1R signaling augments antitumor immunity through inhibiting tumor-associated macrophages.,2025-Jan-09,"Takahiko Sato, Daisuke Sugiyama, Jun Koseki, Yasuhiro Kojima, Satomi Hattori, Kazuki Sone, Hitomi Nishinakamura, Tomohiro Ishikawa, Takuma Kato, Hiroyoshi Nishikawa","Department of Immunology and., Department of Immunology and., Cellular and Molecular Biotechnology Research Institute, National Institute of Advanced Industrial Science and Technology (AIST), Tokyo, Japan., Laboratory of Computational Life Science, National Cancer Center, Tokyo, Japan., Department of Immunology and., Department of Immunology and., Division of Cancer Immunology, Research Institute / Exploratory Oncology Research & Clinical Trial Center (EPOC), National Cancer Center, Tokyo, Japan., Department of Immunology and., Department of Immunology and., Department of Immunology and.",
39782564,Drug Development.,2024-Dec,,,
39782541,Correction: Camptothecin-based prodrug nanomedicines for cancer therapy.,2025-Jan-09,,,
39782516,Drug Development.,2024-Dec,"Hong Zhao, Matthew Vasquez, Ju Young Ahn, Wenjuan Dong, Jianting Sheng, Zheng Yin, Stephen T C Wong","Houston Methodist Cancer Center, Houston, TX, USA., Houston Methodist Research Institute, Houston, TX, USA., Houston Methodist Research Institute, Houston, TX, USA., Houston Methodist Research Institute, Houston, TX, USA., Houston Methodist Research Institute, Houston, TX, USA., The TT & WF Chao Center for BRAIN and Houston Methodist Neal Cancer Center, Houston Methodist Hospital, Houston, TX, USA., The TT & WF Chao Center for BRAIN and Houston Methodist Neal Cancer Center, Houston Methodist Hospital, Houston, TX, USA.",
39782515,Drug Development.,2024-Dec,"Wenyan Lu, Keiji Kawatani, Suren Jeevaratnam, Guojun Bu, Takahisa Kanekiyo, Yonghe Li","Mayo Clinic, Jacksonville, FL, USA., Mayo Clinic, Jacksonville, FL, USA., Mayo Clinic, Jacksonville, FL, USA., Mayo Clinic, Jacksonville, FL, USA., Mayo Clinic, Jacksonville, FL, USA., Mayo Clinic, Jacksonville, FL, USA.",
39782501,Drug Development.,2024-Dec,"Eduardo Cortes Gomez, Wang Jianmin","Roswell Park Cancer Institute, Buffalo, NY, USA., Roswell Park Cancer Institute, Buffalo, NY, USA.",
39782456,Drug Development.,2024-Dec,"Akash G Patel, Muhammad T Soliman, Lia Ficaro, Bharti P Nehete, Sohail Karimi, Fengzhu Wang, Hakyoung Kim, Lawrence E Williams, Pramod N Nehete, Drew R Jones, Thomas Wisniewski, Henrieta Scholtzova","NYU Grossman School of Medicine, New York, NY, USA., NYU Grossman School of Medicine, New York, NY, USA., NYU Langone Health, New York, NY, USA., UT MD Anderson Cancer Center, Michale E. Keeling Center for Comparative Medicine and Research, Bastrop, TX, USA., NYU Grossman School of Medicine, New York, NY, USA., NYU Grossman School of Medicine, New York, NY, USA., NYU Grossman School of Medicine, New York, NY, USA., UT MD Anderson Cancer Center, Michale E. Keeling Center for Comparative Medicine and Research, Bastrop, TX, USA., UT MD Anderson Cancer Center, Michale E. Keeling Center for Comparative Medicine and Research, Bastrop, TX, USA., NYU Langone Health, New York, NY, USA., NYU Grossman School of Medicine, New York, NY, USA., NYU Grossman School of Medicine, New York, NY, USA.",
39782258,Dementia Care Research and Psychosocial Factors.,2024-Dec,"Carolyn Langlois, Brian L Egleston, Jessica B Langbaum","Banner Alzheimer's Institute, Phoenix, AZ, USA., Fox Chase Cancer Center, Philadelphia, PA, USA., Banner Alzheimer's Institute, Phoenix, AZ, USA.",
39782221,Dementia Care Research and Psychosocial Factors.,2024-Dec,"Barbara Ukropcová, Ali Amiri, Lucia Slobodova, Karin Marček Malenovská, Katarina Rerkova, Martin Schön, Viera Litvakova, Jozef Ukropec","Biomedical Research Center, Slovak Academy of Sciences, Bratislava, Slovakia., Biomedical Research Center, Slovak Academy of Sciences, Bratislava, Slovakia., Biomedical Research Center, Slovak Academy of Sciences, Bratislava, Slovakia., Biomedical Research Center, Slovak Academy of Sciences, Bratislava, Slovakia., Biomedical Research Center, Slovak Academy of Sciences, Bratislava, Slovakia., Biomedical Research Center, Slovak Academy of Sciences, Bratislava, Slovakia., Biomedical Research Center, Slovak Academy of Sciences, Bratislava, Slovakia., Biomedical Research Center, Slovak Academy of Sciences, Bratislava, Slovakia.",
39781954,Dementia Care Practice.,2024-Dec,Maggie Britton,"MD Anderson Cancer Center, Houston, TX, USA.",
39781751,Intracellular Co-Delivery of Carbon Monoxide and Nitric Oxide Induces Mitochondrial Apoptosis for Cancer Therapy.,2025-Jan-09,,,
39781734,"Marine-Derived Compound Targeting mTOR and FGFR-2: A Promising Strategy for Breast, Lung, and Colorectal Cancer Therapy.",2025-Jan-07,Prabhu D,"Centre for Bioinformatics, Department of Biotechnology, Karpagam Academy of Higher Education, Coimbatore - 641021, India.",
39781731,Observation on the Therapeutic Efficacy of Camrelizumab Combined with Chemotherapy in Non-small Cell Lung Cancer and the Cutaneous Immune-related Adverse Events: A Retrospective Study.,2025-Jan-07,,,
39781729,Benzimidazole Derivatives in Breast Cancer: Target-Specific Therapeutic Breakthroughs.,2025-Jan-07,,,
39781724,A Novel Prognostic Risk Model Based on Oxidative Stress to Predict Survival and Improve Treatment Strategies in Stomach Adenocarcinoma.,2025-Jan-07,,,
39781718,CRISPR/Cas System: A Powerful Strategy to Improve Monogenic Human Diseases as Therapeutic Delivery; Current Applications and Challenges.,2025-Jan-07,Farzaneh Khani,"Department of Stem Cell and Regenerative Medicine, Institute of Medical Biotechnology, National Institute of Genetic Engineering & Biotechnology (NIGEB), 14965161, Tehran, Iran.",
39781716,pH-sensitive Silk Fibroin Nanoparticles Encapsulating Β-Hydroxyisovalerylshikonin for Targeted Pancreatic Cancer Therapy.,2025-Jan-07,,,
39781604,Machine Learning-Assisted Prediction of Photothermal Metal-Phenolic Networks.,2025-Jan-09,,,
39781586,Prognostic Value of Tumor Regression Grade Combined with Pathological Lymph Node Status in Initially Node-Positive Rectal Cancer Treated with Neoadjuvant Chemoradiotherapy.,2025-Jan-03,,,
39781576,Patient and Caregiver Perceptions of Caregiving Contributions During Cancer Clinical Trials: A Mixed-Methods Study.,2025-Jan,,,
39781572,Pretreatment Fatigue in Breast Cancer Patients: Comparison With Healthy Controls and Associations With Biopsychosocial Variables.,2025-Jan,"Patricia Blickle, Martina E Schmidt, Karen Steindorf","Division of Physical Activity, Prevention and Cancer, German Cancer Research Center (DKFZ), Heidelberg, Germany., Division of Physical Activity, Prevention and Cancer, German Cancer Research Center (DKFZ), Heidelberg, Germany., Division of Physical Activity, Prevention and Cancer, German Cancer Research Center (DKFZ), Heidelberg, Germany.",
39781570,Exploring vimentin's role in breast cancer via PICK1 alternative polyadenylation and the miR-615-3p-PICK1 interaction.,2025,,,
39781520,PUF60 Promotes Chemoresistance Through Drug Efflux and Reducing Apoptosis in Gastric Cancer.,2025,,,
39781469,Downregulated CCND3 Is a Key Event Driving Lung Adenocarcinoma Metastasis during Acquired Cisplatin Resistance.,2025,"Chao Cheng, Beixian Zhou, Weiyi Fang, Zhen Liu","Department of Otolaryngology, Shenzhen Longgang Otolaryngology Hospital, Shenzhen 518172, China., The People's Hospital of Gaozhou, Gaozhou 525200, China., The People's Hospital of Gaozhou, Gaozhou 525200, China., The People's Hospital of Gaozhou, Gaozhou 525200, China.",
39781466,S6K1 is a Targetable Vulnerability in Tumors Exhibiting Plasticity and Therapy Resistance.,2025,,,
39781459,"New insights into mitochondrial quality control in anthracycline-induced cardiotoxicity: molecular mechanisms, therapeutic targets, and natural products.",2025,,,
39781457,The Cyclin-Dependent Kinase 8 Inhibitor E966-0530-45418 Attenuates Pulmonary Fibrosis ,2025,,,
39781447,Smad2 Cooperating with TGIF2 Contributes to EMT and Cancer Stem Cells Properties in Pancreatic Cancer via Co-Targeting SOX2.,2025,"Matthias Ilmer, Bernhard W Renz","German Cancer Consortium (DKTK), Partner Site Munich and German Cancer Research Center (DKFZ), Heidelberg, Germany., German Cancer Consortium (DKTK), Partner Site Munich and German Cancer Research Center (DKFZ), Heidelberg, Germany.",
39781381,Anti-Mesothelin CAR-NK cells as a novel targeted therapy against cervical cancer.,2024,"Ivana Kutle, Robert Polten, Jan Lennart Stalp, Jens Hachenberg, Felix Todzey, Ralf Hass, Katharina Zimmermann, Juliane von der Ohe, Constantin von Kaisenberg, Lavinia Neubert, Jan C Kamp, Dirk Schaudien, Ann-Kathrin Seyda, Peter Hillemanns, Rüdiger Klapdor, Michael Alexander Morgan, Axel Schambach","Institute of Experimental Hematology, Hannover Medical School, Hannover, Germany., Institute of Experimental Hematology, Hannover Medical School, Hannover, Germany., Institute of Experimental Hematology, Hannover Medical School, Hannover, Germany., Institute of Experimental Hematology, Hannover Medical School, Hannover, Germany., Institute of Experimental Hematology, Hannover Medical School, Hannover, Germany., Department of Gynecology and Obstetrics, Hannover Medical School, Hannover, Germany., Institute of Experimental Hematology, Hannover Medical School, Hannover, Germany., Department of Gynecology and Obstetrics, Hannover Medical School, Hannover, Germany., Department of Gynecology and Obstetrics, Hannover Medical School, Hannover, Germany., Institute of Pathology, Hannover Medical School, Hannover, Germany., Biomedical Research in Endstage and Obstructive Lung Disease Hannover (BREATH), German Center for Lung Research (DZL), Hannover, Germany., Fraunhofer Institute for Toxicology and Experimental Medicine, ITEM, Hannover, Germany., Institute of Experimental Hematology, Hannover Medical School, Hannover, Germany., Department of Gynecology and Obstetrics, Hannover Medical School, Hannover, Germany., Institute of Experimental Hematology, Hannover Medical School, Hannover, Germany., Institute of Experimental Hematology, Hannover Medical School, Hannover, Germany., Institute of Experimental Hematology, Hannover Medical School, Hannover, Germany.",
39781376,A case of pityriasis rubra pilaris secondary to ponatinib.,2025,Julie Desrochers,"Departement of Dermatology, Charles-Le Moyne Hospital, Longueuil, QC, Canada.",
39781363,Cold exposure reinstates NAD,2024,"Tatiana P Grazioso, Maria Del Mar Rigual, Cristian Perna, Eduardo J Caleiras, Nabil Djouder","Growth Factors, Nutrients and Cancer Group, Molecular Oncology Programme, Centro Nacional de Investigaciones Oncológicas (CNIO) Madrid, ES28029 Spain., Growth Factors, Nutrients and Cancer Group, Molecular Oncology Programme, Centro Nacional de Investigaciones Oncológicas (CNIO) Madrid, ES28029 Spain., Department of Pathology, Hospital Universitario Ramón y Cajal, IRYCIS Madrid, ES28034 Spain., Histopathology Core Unit Madrid, ES-28029 Spain., Growth Factors, Nutrients and Cancer Group, Molecular Oncology Programme, Centro Nacional de Investigaciones Oncológicas (CNIO) Madrid, ES28029 Spain.",
39781350,A Novel Oncolytic Virus Formulation Based on Mesenchymal Stem Cell-Derived Vesicles for Tumor Therapy.,2025,,,
39781349,Lasalocid inhibits melanoma by down-regulating FOXM1 through PI3K/AKT and JNK/P38 MAPK pathways.,2025,,,
39781346,Radiation Therapy Improves Survival in Patients with Distant Metastatic Head and Neck Squamous Cell Carcinoma: A Retrospective Study.,2025,,,
39781342,The Clinical Prediction Value of the Ubiquitination Model Reflecting the Microenvironment Infiltration and Drug Sensitivity in Breast Cancer.,2025,,,
39781339,Unlocking the Hidden Potential of Cancer Therapy Targeting Lysine Succinylation.,2025,,,
